NO_OF_FRAMES	1048
NO_OF_CAMERAS	10
NO_OF_MARKERS	112
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-03-08, 11:06:47.860	8129.66649440
DATA_INCLUDED	3D
EVENT	record	1040	4.32939
MARKER_NAMES	FaceLow	FaceHigh	FaceToe	I_hosel	I_heel	I_hightoe	I_toe	ShaftLow_1	ShaftLow_2	ShaftHigh_1	ShaftHigh_2	LKneeIn	RKneeIn	RKneeOut	LKneeOut	LAnkleIn	LAnkleOut	RAnkleIn	RAnkleOut	RToe	LToe	LHip	RHip	HipBack	SpineLow	SpineMid	SpineTop	LShoulder	RShoulder	LElbowIn	LElbowOut	RElbowIn	RElbowOut	LWristIn	LWristOut	RWristOut	RWristIn	RFinger	LFinger	HeadTop	LHead	RHead	Sternum	RKneeMid	LKneeMid	RAnkleMid	LAnkleMid	LWristMid	RWristMid	RElbowMid	LElbowMid																																																													
TRAJECTORY_TYPES	Virtual	Virtual	Virtual	Mixed	Mixed	Mixed	Mixed	Virtual	Virtual	Virtual	Virtual	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Mixed	Virtual	Virtual	Virtual	Virtual	Virtual	Virtual	Virtual	Virtual	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Virtual	Virtual	Virtual	Virtual	Virtual	Virtual	Virtual
Frame	Time	FaceLow X	FaceLow Y	FaceLow Z	FaceHigh X	FaceHigh Y	FaceHigh Z	FaceToe X	FaceToe Y	FaceToe Z	I_hosel X	I_hosel Y	I_hosel Z	I_heel X	I_heel Y	I_heel Z	I_hightoe X	I_hightoe Y	I_hightoe Z	I_toe X	I_toe Y	I_toe Z	ShaftLow_1 X	ShaftLow_1 Y	ShaftLow_1 Z	ShaftLow_2 X	ShaftLow_2 Y	ShaftLow_2 Z	ShaftHigh_1 X	ShaftHigh_1 Y	ShaftHigh_1 Z	ShaftHigh_2 X	ShaftHigh_2 Y	ShaftHigh_2 Z	LKneeIn X	LKneeIn Y	LKneeIn Z	RKneeIn X	RKneeIn Y	RKneeIn Z	RKneeOut X	RKneeOut Y	RKneeOut Z	LKneeOut X	LKneeOut Y	LKneeOut Z	LAnkleIn X	LAnkleIn Y	LAnkleIn Z	LAnkleOut X	LAnkleOut Y	LAnkleOut Z	RAnkleIn X	RAnkleIn Y	RAnkleIn Z	RAnkleOut X	RAnkleOut Y	RAnkleOut Z	RToe X	RToe Y	RToe Z	LToe X	LToe Y	LToe Z	LHip X	LHip Y	LHip Z	RHip X	RHip Y	RHip Z	HipBack X	HipBack Y	HipBack Z	SpineLow X	SpineLow Y	SpineLow Z	SpineMid X	SpineMid Y	SpineMid Z	SpineTop X	SpineTop Y	SpineTop Z	LShoulder X	LShoulder Y	LShoulder Z	RShoulder X	RShoulder Y	RShoulder Z	LElbowIn X	LElbowIn Y	LElbowIn Z	LElbowOut X	LElbowOut Y	LElbowOut Z	RElbowIn X	RElbowIn Y	RElbowIn Z	RElbowOut X	RElbowOut Y	RElbowOut Z	LWristIn X	LWristIn Y	LWristIn Z	LWristOut X	LWristOut Y	LWristOut Z	RWristOut X	RWristOut Y	RWristOut Z	RWristIn X	RWristIn Y	RWristIn Z	RFinger X	RFinger Y	RFinger Z	LFinger X	LFinger Y	LFinger Z	HeadTop X	HeadTop Y	HeadTop Z	LHead X	LHead Y	LHead Z	RHead X	RHead Y	RHead Z	Sternum X	Sternum Y	Sternum Z	RKneeMid X	RKneeMid Y	RKneeMid Z	LKneeMid X	LKneeMid Y	LKneeMid Z	RAnkleMid X	RAnkleMid Y	RAnkleMid Z	LAnkleMid X	LAnkleMid Y	LAnkleMid Z	LWristMid X	LWristMid Y	LWristMid Z	RWristMid X	RWristMid Y	RWristMid Z	RElbowMid X	RElbowMid Y	RElbowMid Z	LElbowMid X	LElbowMid Y	LElbowMid Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
1	0.00000	-113.902	-72.171	152.365	-107.986	117.559	74.513	-233.511	28.375	116.961	-59.508	44.869	116.176	-85.553	33.805	94.449	-136.127	57.163	87.466	-164.078	38.828	94.931	-53.764	198.373	104.129	84.455	122.008	133.387	53.072	430.366	110.398	224.928	331.805	141.567	0.000	0.000	0.000	0.000	0.000	0.000	489.439	521.741	-78.101	523.633	539.941	331.542	660.755	68.569	247.006	667.264	69.886	338.721	661.715	61.100	-23.374	673.025	60.894	-108.596	464.779	48.266	-99.354	466.429	49.801	305.561	594.730	1001.697	246.870	562.170	996.861	-10.846	765.317	1086.690	97.188	697.760	1212.005	92.937	608.340	1385.748	105.907	453.756	1486.059	104.214	375.036	1435.690	297.059	342.954	1337.810	-82.343	412.501	1102.092	157.562	379.865	1091.104	218.901	408.219	1022.208	58.134	375.723	1008.556	-5.535	302.829	857.196	141.663	338.936	856.293	172.339	319.331	766.648	60.816	272.769	776.070	70.207	311.159	688.358	83.507	326.916	765.458	184.501	145.082	1569.648	78.213	242.891	1527.725	174.244	262.322	1522.351	6.791	407.709	1209.606	118.125	0.000	0.000	0.000	0.000	0.000	0.000	667.370	60.997	-65.985	664.010	69.228	292.864	320.883	856.744	157.001	296.050	771.359	65.512	391.971	1015.382	26.299	396.183	1096.598	188.231	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-113.902	-72.171	152.365	-107.986	117.559	74.513	-233.511	28.375	116.961	-53.764	198.373	104.129	84.455	122.008	133.387	53.072	430.366	110.398	224.928	331.805	141.567
2	0.00417	-113.971	-72.214	152.291	-108.084	117.586	74.607	-233.589	28.401	117.113	-59.546	44.843	116.152	-85.637	33.785	94.456	-136.298	57.205	87.533	-164.162	38.855	95.001	-53.805	198.356	104.236	84.423	121.923	133.271	53.107	430.311	110.599	224.968	331.671	141.487	0.000	0.000	0.000	0.000	0.000	0.000	489.100	521.730	-78.135	523.550	539.893	331.554	660.761	68.588	247.028	667.281	69.851	338.754	661.661	61.154	-23.371	672.977	61.001	-108.589	464.734	48.273	-99.354	466.384	49.802	305.556	594.853	1001.533	246.747	562.137	996.730	-10.962	765.356	1086.520	96.896	697.690	1211.830	92.707	608.380	1385.625	105.698	453.751	1485.854	104.048	375.108	1435.553	296.921	342.862	1337.682	-82.504	412.740	1101.795	157.776	379.986	1090.913	218.846	408.172	1022.045	58.124	375.867	1008.400	-5.571	302.963	857.023	141.660	339.018	856.154	172.370	319.463	766.476	60.800	272.892	775.869	70.119	311.214	688.244	83.442	327.081	765.392	184.615	145.010	1569.490	78.151	242.885	1527.490	174.169	262.258	1522.150	6.713	407.743	1209.420	118.020	0.000	0.000	0.000	0.000	0.000	0.000	667.319	61.078	-65.980	664.021	69.220	292.891	320.991	856.588	157.015	296.178	771.173	65.460	392.020	1015.222	26.276	396.363	1096.354	188.311	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-113.971	-72.214	152.291	-108.084	117.586	74.607	-233.589	28.401	117.113	-53.805	198.356	104.236	84.423	121.923	133.271	53.107	430.311	110.599	224.968	331.671	141.487
3	0.00833	-114.029	-72.257	152.168	-108.146	117.645	74.731	-233.644	28.445	117.230	-59.588	44.819	116.140	-85.677	33.810	94.455	-136.396	57.276	87.581	-164.247	38.897	95.081	-53.814	198.357	104.420	84.414	121.838	133.230	53.183	430.267	110.996	225.038	331.528	141.601	491.925	520.825	230.861	0.000	0.000	0.000	488.766	521.631	-78.109	523.496	539.849	331.562	660.744	68.625	247.053	667.268	69.821	338.772	661.653	61.182	-23.359	672.956	61.041	-108.578	464.703	48.131	-99.359	466.369	49.709	305.521	595.525	1001.113	245.757	562.115	996.634	-11.125	765.407	1086.337	96.687	697.706	1211.633	92.449	608.349	1385.510	105.466	453.739	1485.695	103.848	375.219	1435.440	296.789	342.799	1337.509	-82.652	412.752	1101.645	157.727	380.148	1090.799	218.807	408.204	1021.888	58.122	375.927	1008.279	-5.677	303.090	856.870	141.633	339.138	856.026	172.438	319.620	766.341	60.774	273.016	775.742	70.036	310.470	687.165	85.671	327.210	765.245	184.646	144.935	1569.261	78.022	242.828	1527.247	174.023	262.178	1521.881	6.625	407.771	1209.237	117.914	0.000	0.000	0.000	507.711	530.337	281.212	667.304	61.111	-65.969	664.006	69.223	292.913	321.114	856.448	157.035	296.318	771.041	65.405	392.065	1015.084	26.222	396.450	1096.222	188.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-114.029	-72.257	152.168	-108.146	117.645	74.731	-233.644	28.445	117.230	-53.814	198.357	104.420	84.414	121.838	133.230	53.183	430.267	110.996	225.038	331.528	141.601
4	0.01250	-113.894	-72.106	152.432	-108.327	117.634	74.578	-233.674	28.342	117.326	-59.764	45.030	116.099	-85.686	33.813	94.439	-136.425	57.211	87.660	-164.276	38.893	95.097	-54.101	198.492	104.067	84.252	122.241	132.984	52.554	430.574	110.091	224.568	332.157	140.835	491.911	520.782	230.873	0.000	0.000	0.000	488.479	521.583	-78.123	523.421	539.805	331.587	660.752	68.595	247.056	667.275	69.827	338.790	661.593	61.214	-23.358	672.934	61.109	-108.529	464.630	48.025	-99.305	466.352	49.703	305.517	595.641	1001.038	245.593	562.099	996.553	-11.234	765.411	1086.181	96.437	697.669	1211.475	92.194	608.290	1385.344	105.189	453.808	1485.534	103.704	375.311	1435.343	296.678	342.754	1337.378	-82.793	412.823	1101.532	157.715	380.223	1090.645	218.773	408.294	1021.871	57.938	376.028	1008.106	-5.744	303.136	856.680	141.634	339.053	855.785	172.641	319.770	766.207	60.673	273.028	775.406	69.938	311.653	687.831	83.576	327.362	765.114	184.705	144.805	1569.037	77.926	242.725	1527.052	173.922	262.106	1521.690	6.524	407.722	1209.120	117.815	0.000	0.000	0.000	507.666	530.293	281.230	667.264	61.161	-65.943	664.014	69.211	292.923	321.094	856.233	157.137	296.399	770.806	65.306	392.161	1014.989	26.097	396.523	1096.088	188.244	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-113.894	-72.106	152.432	-108.327	117.634	74.578	-233.674	28.342	117.326	-54.101	198.492	104.067	84.252	122.241	132.984	52.554	430.574	110.091	224.568	332.157	140.835
5	0.01667	-113.942	-72.135	152.386	-108.475	117.634	74.598	-233.769	28.310	117.434	-59.943	45.042	116.005	-85.769	33.759	94.427	-136.533	57.256	87.708	-164.366	38.855	95.137	-54.231	198.488	104.065	84.160	122.245	132.819	52.400	430.582	110.072	224.457	332.175	140.613	491.910	520.817	230.943	0.000	0.000	0.000	488.100	521.527	-78.161	523.503	539.880	331.594	660.748	68.652	247.097	667.353	69.854	338.733	661.589	61.340	-23.474	672.889	61.180	-108.537	464.567	48.046	-99.302	466.352	49.616	305.521	595.808	1001.039	245.355	562.089	996.410	-11.411	765.464	1086.051	96.077	697.658	1211.301	91.965	608.318	1385.238	104.975	453.786	1485.350	103.501	375.568	1435.131	296.512	342.620	1337.110	-82.908	412.929	1101.363	157.753	380.375	1090.701	218.684	408.302	1021.651	57.813	376.027	1007.938	-5.917	303.250	856.553	141.638	339.154	855.592	172.707	320.018	766.004	60.664	273.217	775.328	69.858	311.840	687.628	83.621	327.514	764.940	184.759	144.751	1568.870	77.791	242.665	1526.844	173.845	262.078	1521.457	6.454	407.754	1208.846	117.719	0.000	0.000	0.000	507.707	530.348	281.269	667.239	61.260	-66.006	664.050	69.253	292.915	321.202	856.072	157.173	296.618	770.666	65.261	392.164	1014.795	25.948	396.652	1096.032	188.218	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-113.942	-72.135	152.386	-108.475	117.634	74.598	-233.769	28.310	117.434	-54.231	198.488	104.065	84.160	122.245	132.819	52.400	430.582	110.072	224.457	332.175	140.613
6	0.02083	-114.069	-72.227	152.184	-108.501	117.689	74.759	-233.838	28.377	117.493	-59.961	44.984	116.008	-85.839	33.733	94.419	-136.670	57.323	87.767	-164.417	38.918	95.164	-54.179	198.444	104.351	84.171	122.041	132.881	52.631	430.446	110.747	224.631	331.850	141.002	492.079	520.692	230.823	0.000	0.000	0.000	487.750	521.506	-78.131	523.440	539.832	331.605	660.730	68.675	247.091	667.342	69.626	338.888	661.441	61.316	-23.347	672.852	61.255	-108.568	464.495	47.946	-99.247	466.266	49.633	305.544	595.988	1000.780	245.289	562.026	996.333	-11.537	765.405	1085.891	95.759	697.617	1211.175	91.752	608.265	1385.203	104.638	453.635	1485.229	103.313	375.386	1435.107	296.440	342.467	1336.707	-83.011	412.971	1101.330	157.618	380.368	1090.412	218.675	408.364	1021.513	57.689	376.117	1007.859	-6.081	303.364	856.262	141.512	339.299	855.401	172.743	320.245	765.734	60.703	273.346	775.206	69.822	312.111	687.319	83.622	327.511	764.816	184.916	144.616	1568.586	77.689	242.455	1526.570	173.712	261.995	1521.340	6.362	407.707	1208.621	117.694	0.000	0.000	0.000	507.760	530.262	281.214	667.146	61.285	-65.958	664.036	69.150	292.989	321.331	855.831	157.128	296.795	770.470	65.263	392.241	1014.686	25.804	396.669	1095.871	188.147	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-114.069	-72.227	152.184	-108.501	117.689	74.759	-233.838	28.377	117.493	-54.179	198.444	104.351	84.171	122.041	132.881	52.631	430.446	110.747	224.631	331.850	141.002
7	0.02500	-114.051	-72.303	152.088	-108.540	117.678	74.821	-233.849	28.304	117.509	-59.988	44.928	116.004	-85.859	33.732	94.407	-136.691	57.314	87.749	-164.424	38.858	95.201	-54.229	198.420	104.467	84.143	122.022	132.902	52.534	430.439	111.032	224.560	331.854	141.166	492.092	520.724	230.870	0.000	0.000	0.000	487.437	521.421	-78.135	523.494	539.841	331.610	660.737	68.645	247.148	667.220	69.840	338.855	661.416	61.387	-23.361	672.794	61.351	-108.609	464.419	47.895	-99.260	466.259	49.624	305.544	596.196	1000.676	245.118	561.977	996.261	-11.693	765.417	1085.779	95.407	697.597	1211.086	91.429	608.247	1385.092	104.381	453.517	1485.087	103.068	375.424	1434.998	296.272	342.276	1336.446	-83.195	412.814	1101.035	157.374	380.458	1090.308	218.646	408.455	1021.370	57.605	376.160	1007.715	-6.170	303.521	856.124	141.462	339.432	855.304	172.810	320.494	765.495	60.664	273.567	774.953	69.831	312.333	687.114	83.630	327.644	764.778	184.992	144.537	1568.389	77.535	242.323	1526.331	173.627	261.895	1521.140	6.277	407.682	1208.425	117.550	0.000	0.000	0.000	507.793	530.283	281.240	667.105	61.369	-65.985	663.978	69.242	293.002	321.476	855.714	157.136	297.031	770.224	65.247	392.307	1014.542	25.718	396.636	1095.671	188.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-114.051	-72.303	152.088	-108.540	117.678	74.821	-233.849	28.304	117.509	-54.229	198.420	104.467	84.143	122.022	132.902	52.534	430.439	111.032	224.560	331.854	141.166
